age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
39,Master's,Customer Support,14.8,46.6,Female,Germany,Finance,169667.58
36,Bachelor's,HR Specialist,0.5,29.8,Female,Australia,Education,80748.44
31,High School,Product Manager,9.7,44.0,Male,USA,Healthcare,145355.73
47,High School,Customer Support,11.7,42.8,Male,UK,Retail,80276.88
33,Bachelor's,HR Specialist,7.5,53.2,Male,Germany,Retail,108885.76
61,PhD,Financial Analyst,30.1,32.0,Female,Canada,Healthcare,198351.76
27,High School,Product Manager,4.7,39.1,Female,Canada,Healthcare,118100.25
43,High School,HR Specialist,13.2,43.6,Female,Australia,Technology,120355.33
25,PhD,Financial Analyst,1.1,43.3,Male,Canada,Finance,193687.56
37,Bachelor's,Data Analyst,15.9,38.8,Male,Australia,Technology,167699.75
48,Master's,Software Engineer,18.0,55.3,Male,India,Retail,60516.12
26,Bachelor's,Sales Executive,7.9,36.1,Male,Canada,Manufacturing,111502.85
43,PhD,HR Specialist,13.0,38.4,Female,Canada,Healthcare,194068.71
37,Master's,Software Engineer,8.9,34.8,Male,USA,Finance,227333.95
25,High School,Sales Executive,2.3,30.0,Male,India,Technology,41405.01
29,Master's,Financial Analyst,9.4,42.6,Male,Canada,Finance,192760.59
43,Master's,Operations Manager,5.8,29.8,Other,India,Education,52831.05
42,PhD,Product Manager,12.6,35.8,Male,Canada,Education,155515.74
18,Bachelor's,Customer Support,0.0,43.8,Male,Canada,Retail,80389.07
65,Bachelor's,HR Specialist,22.5,46.9,Male,Australia,Healthcare,134870.04
28,Bachelor's,HR Specialist,7.7,46.9,Female,Germany,Education,88849.62
53,Bachelor's,Financial Analyst,16.5,42.7,Female,Canada,Manufacturing,123948.79
33,Bachelor's,Data Analyst,2.1,37.1,Female,Canada,Manufacturing,112691.05
41,Bachelor's,Sales Executive,15.2,35.9,Other,India,Education,36747.52
39,Master's,Product Manager,6.2,46.3,Female,Canada,Retail,128918.91
46,Master's,Customer Support,15.5,50.6,Male,India,Finance,66404.36
35,High School,Mechanical Engineer,4.5,38.4,Male,India,Manufacturing,34261.17
23,Master's,Marketing Manager,3.9,40.8,Female,Germany,Manufacturing,130219.42
28,PhD,Product Manager,0.0,40.1,Female,Australia,Finance,233582.34
43,Bachelor's,Data Analyst,14.0,38.5,Female,USA,Education,124785.12
47,Bachelor's,Sales Executive,4.3,46.9,Female,India,Retail,39438.05
27,Bachelor's,Financial Analyst,5.2,48.3,Female,India,Education,39295.15
63,PhD,Marketing Manager,20.0,47.6,Female,India,Retail,72364.88
23,Bachelor's,Customer Support,0.0,37.1,Female,USA,Finance,129437.46
37,High School,Marketing Manager,14.2,39.7,Male,Australia,Finance,124319.55
54,High School,Customer Support,14.2,25.1,Male,UK,Retail,71253.93
41,High School,Mechanical Engineer,14.1,44.7,Male,India,Healthcare,51494.96
45,Bachelor's,HR Specialist,16.3,40.5,Female,UK,Retail,99263.08
40,High School,HR Specialist,14.6,44.7,Male,USA,Education,93067.91
37,High School,Sales Executive,7.9,48.0,Female,Germany,Education,76245.66
51,Bachelor's,Operations Manager,14.2,34.9,Male,USA,Manufacturing,139803.57
32,Bachelor's,Mechanical Engineer,11.0,49.1,Female,Germany,Finance,156398.67
38,PhD,HR Specialist,12.5,38.3,Male,Germany,Retail,141838.07
46,High School,Data Analyst,10.7,39.5,Female,USA,Retail,110213.02
34,Master's,HR Specialist,7.7,36.5,Male,Canada,Healthcare,141694.48
35,Bachelor's,Financial Analyst,5.0,37.0,Male,Germany,Healthcare,155095.4
41,Bachelor's,Financial Analyst,10.8,44.6,Female,India,Healthcare,64393.55
38,Master's,Software Engineer,13.7,48.0,Female,USA,Technology,254925.96
31,Master's,Operations Manager,7.3,40.0,Female,Germany,Manufacturing,137964.25
38,Master's,Data Analyst,2.4,28.6,Male,USA,Education,157901.06
47,Master's,Product Manager,11.7,46.2,Male,UK,Healthcare,184557.55
38,Master's,Software Engineer,8.8,38.0,Male,Australia,Finance,193496.74
38,Bachelor's,Software Engineer,17.1,30.8,Male,UK,Technology,186701.69
28,Bachelor's,Product Manager,10.0,38.8,Male,UK,Healthcare,139961.18
46,Master's,Data Analyst,13.8,57.3,Male,USA,Technology,236227.05
35,Bachelor's,HR Specialist,6.9,29.2,Female,Australia,Education,88173.71
30,Master's,HR Specialist,10.4,38.3,Female,Canada,Finance,157681.37
27,Bachelor's,Software Engineer,9.0,40.6,Female,India,Retail,44632.49
35,PhD,Marketing Manager,13.1,46.8,Male,India,Healthcare,86021.46
49,Master's,Financial Analyst,14.4,39.3,Male,India,Healthcare,74287.58
42,Bachelor's,Mechanical Engineer,6.2,60.2,Male,India,Finance,59872.68
50,Bachelor's,Software Engineer,13.2,35.4,Female,Canada,Finance,171205.47
31,Bachelor's,Customer Support,9.1,39.0,Male,Germany,Education,80094.14
21,High School,Product Manager,3.0,46.4,Female,India,Technology,56752.11
42,Bachelor's,Financial Analyst,17.0,44.7,Male,Australia,Education,135540.14
49,High School,Sales Executive,17.0,44.4,Female,Canada,Manufacturing,73991.41
39,Bachelor's,Software Engineer,14.4,50.8,Male,Germany,Technology,184684.34
21,Bachelor's,HR Specialist,3.0,38.0,Female,USA,Manufacturing,116118.5
41,High School,Product Manager,9.5,43.8,Female,Australia,Finance,144745.48
29,Bachelor's,Operations Manager,11.0,39.6,Male,USA,Education,113001.34
37,Master's,Mechanical Engineer,3.9,28.6,Female,USA,Retail,138683.4
31,Bachelor's,Customer Support,4.4,46.0,Female,Australia,Manufacturing,106298.81
49,Master's,Software Engineer,18.2,28.7,Female,Canada,Technology,221454.56
37,Master's,Product Manager,10.6,39.1,Male,India,Finance,94116.91
43,Bachelor's,Operations Manager,17.1,34.0,Male,USA,Technology,201823.54
27,Bachelor's,Sales Executive,9.0,38.8,Male,Canada,Finance,124885.22
31,Bachelor's,Software Engineer,11.1,26.9,Other,India,Finance,56648.62
42,Bachelor's,Data Analyst,10.8,46.6,Male,UK,Education,111544.06
50,PhD,Data Analyst,10.0,39.4,Male,Germany,Manufacturing,173204.61
31,High School,Product Manager,0.0,41.5,Other,India,Education,34537.05
24,Master's,Sales Executive,4.5,45.6,Other,India,Education,40976.67
36,High School,Mechanical Engineer,10.4,53.7,Male,USA,Manufacturing,117281.52
29,High School,Customer Support,6.8,44.1,Female,Canada,Finance,87580.58
43,High School,Mechanical Engineer,15.1,39.2,Male,Canada,Technology,136663.86
27,Master's,Customer Support,5.8,53.8,Female,Germany,Manufacturing,118710.99
38,High School,Customer Support,12.4,43.8,Female,India,Finance,47200.9
35,Bachelor's,Mechanical Engineer,6.9,47.2,Male,Canada,Technology,148352.37
41,Master's,Customer Support,12.2,38.3,Female,USA,Manufacturing,162115.56
22,Master's,Sales Executive,2.8,30.8,Female,Canada,Healthcare,152453.25
46,High School,Data Analyst,15.3,45.6,Female,Germany,Technology,131341.21
41,Master's,Financial Analyst,12.2,40.8,Female,India,Education,58704.66
22,PhD,Mechanical Engineer,3.6,37.1,Female,Germany,Technology,190130.25
27,Bachelor's,HR Specialist,5.9,33.3,Female,Australia,Education,100186.19
51,Bachelor's,Marketing Manager,17.8,40.6,Male,UK,Manufacturing,119685.51
43,PhD,Financial Analyst,9.9,39.2,Female,USA,Healthcare,275662.04
49,Bachelor's,Data Analyst,12.4,46.0,Male,UK,Education,130417.64
33,Master's,Financial Analyst,6.5,41.0,Male,UK,Education,134435.94
31,High School,HR Specialist,5.9,43.5,Female,India,Education,23899.31
45,Bachelor's,Customer Support,14.3,54.4,Female,UK,Education,102208.5
25,PhD,Financial Analyst,7.0,45.0,Male,Australia,Manufacturing,182796.44
38,Master's,Product Manager,5.1,44.6,Male,Canada,Technology,213800.29
26,High School,Data Analyst,8.0,33.0,Male,Germany,Technology,107034.28
45,Bachelor's,Marketing Manager,6.0,56.5,Female,Canada,Retail,127073.23
41,Bachelor's,Financial Analyst,14.5,38.5,Female,USA,Manufacturing,154667.87
47,Bachelor's,Customer Support,16.0,33.9,Other,India,Education,35643.29
49,Master's,Sales Executive,22.9,36.3,Female,UK,Healthcare,179568.34
51,Master's,HR Specialist,14.3,46.8,Female,UK,Manufacturing,167220.91
35,Bachelor's,Sales Executive,8.1,40.3,Female,Australia,Healthcare,126539.47
39,Master's,Sales Executive,8.0,42.5,Female,India,Manufacturing,54647.05
40,Bachelor's,Product Manager,8.0,37.5,Female,Canada,Technology,203800.5
36,Bachelor's,Marketing Manager,1.9,39.7,Female,USA,Technology,171818.51
35,High School,Financial Analyst,7.2,45.8,Female,Australia,Technology,133185.02
51,Master's,Marketing Manager,19.6,37.3,Male,USA,Education,179238.09
39,Master's,Mechanical Engineer,13.8,47.3,Male,UK,Retail,119578.75
34,Master's,Mechanical Engineer,6.5,54.1,Male,India,Retail,51115.33
27,High School,Data Analyst,0.0,46.7,Female,Canada,Technology,109885.51
21,Bachelor's,Sales Executive,1.6,55.1,Female,Germany,Education,99836.99
48,Master's,Operations Manager,13.2,29.9,Female,Australia,Technology,182232.45
36,Master's,Financial Analyst,7.4,38.1,Male,Germany,Education,117926.14
46,Bachelor's,Financial Analyst,14.2,35.7,Female,Australia,Retail,128596.58
38,Master's,Marketing Manager,11.1,33.6,Female,India,Retail,54775.07
37,Bachelor's,Mechanical Engineer,5.0,47.4,Male,UK,Healthcare,152707.81
23,Bachelor's,Product Manager,5.0,46.9,Male,USA,Healthcare,222607.68
39,Master's,Operations Manager,9.6,45.0,Male,Canada,Technology,200819.55
42,Master's,Data Analyst,12.8,36.5,Male,UK,Finance,174272.79
54,PhD,HR Specialist,19.9,48.4,Female,Germany,Technology,226598.55
34,Master's,Financial Analyst,7.1,45.6,Female,Germany,Manufacturing,154563.92
44,Master's,Mechanical Engineer,17.3,23.9,Female,Germany,Manufacturing,135591.78
18,Bachelor's,Sales Executive,0.0,46.8,Male,India,Healthcare,48542.66
45,High School,Financial Analyst,19.5,33.3,Male,India,Manufacturing,38708.25
25,High School,Financial Analyst,5.5,44.2,Female,UK,Education,76058.68
55,Bachelor's,Software Engineer,15.9,44.7,Female,Germany,Healthcare,140900.39
29,Bachelor's,Marketing Manager,9.3,56.2,Male,Germany,Education,92234.68
32,Bachelor's,Financial Analyst,9.6,55.2,Female,Canada,Technology,175557.87
39,High School,Marketing Manager,10.5,45.8,Male,USA,Education,79626.13
44,High School,Operations Manager,13.7,45.1,Female,India,Retail,32419.71
33,Bachelor's,Marketing Manager,3.0,47.0,Male,UK,Manufacturing,131585.6
44,Bachelor's,Customer Support,11.2,46.7,Male,India,Retail,39000.18
22,Bachelor's,Software Engineer,2.4,25.5,Male,UK,Education,109980.54
23,Bachelor's,Mechanical Engineer,1.8,54.2,Female,UK,Education,100138.23
38,High School,HR Specialist,7.2,54.1,Female,India,Retail,34778.18
49,Master's,Customer Support,15.5,31.8,Female,UK,Technology,151643.1
40,High School,Financial Analyst,19.5,20.3,Male,USA,Retail,100204.38
21,Bachelor's,Product Manager,0.0,39.9,Female,India,Technology,68487.65
55,Bachelor's,Customer Support,21.9,42.0,Male,UK,Healthcare,145447.01
38,Master's,Financial Analyst,7.2,45.6,Male,Canada,Retail,142755.82
36,High School,Marketing Manager,8.9,40.2,Female,Canada,Finance,134600.64
36,Bachelor's,HR Specialist,7.4,34.0,Female,USA,Technology,151774.33
29,Bachelor's,HR Specialist,9.1,47.3,Male,Germany,Retail,111545.32
32,High School,Mechanical Engineer,0.0,46.1,Female,Germany,Manufacturing,92166.11
33,Master's,Product Manager,1.5,42.2,Female,Australia,Retail,129164.01
51,High School,HR Specialist,19.9,35.5,Female,Australia,Healthcare,109224.72
35,PhD,Marketing Manager,11.0,50.3,Female,Australia,Education,152709.98
64,Bachelor's,Sales Executive,20.4,40.8,Male,India,Education,42268.35
34,Bachelor's,HR Specialist,6.4,39.8,Male,USA,Technology,183130.09
28,Bachelor's,Operations Manager,1.7,45.1,Female,UK,Education,111469.86
22,Master's,Product Manager,0.2,35.2,Male,Australia,Technology,186060.86
26,Master's,HR Specialist,0.6,58.4,Female,UK,Retail,113990.57
37,High School,Software Engineer,10.3,43.9,Other,Australia,Manufacturing,98297.56
36,PhD,Financial Analyst,11.9,39.2,Female,Canada,Healthcare,191742.17
32,Master's,Marketing Manager,10.2,47.9,Male,Canada,Manufacturing,146649.81
40,Master's,Operations Manager,4.1,47.0,Female,India,Finance,69278.0
47,PhD,Operations Manager,16.3,41.5,Female,Germany,Healthcare,166141.15
30,Master's,Financial Analyst,4.9,31.9,Male,Germany,Healthcare,155452.43
36,Bachelor's,Marketing Manager,7.4,52.0,Female,USA,Manufacturing,153330.73
24,PhD,Product Manager,6.0,41.0,Male,USA,Finance,276278.46
18,Bachelor's,Mechanical Engineer,0.0,45.6,Male,UK,Finance,145199.12
38,Bachelor's,Marketing Manager,13.5,44.0,Female,Germany,Education,95996.11
49,High School,HR Specialist,7.8,35.8,Male,Australia,Finance,104887.47
39,Master's,Software Engineer,12.8,37.3,Male,Australia,Finance,179789.67
60,Bachelor's,Marketing Manager,12.2,33.6,Female,UK,Finance,176077.06
51,Bachelor's,Operations Manager,17.3,44.1,Female,Australia,Healthcare,131433.89
43,Master's,Mechanical Engineer,15.6,54.4,Female,Germany,Retail,119416.95
32,Bachelor's,Mechanical Engineer,2.6,42.1,Female,Australia,Technology,138237.52
31,Bachelor's,Financial Analyst,5.7,40.1,Other,USA,Healthcare,167262.48
30,Bachelor's,Marketing Manager,11.2,52.2,Female,UK,Retail,126932.39
44,PhD,Marketing Manager,8.3,34.4,Male,Canada,Finance,221020.62
37,Bachelor's,Sales Executive,7.5,33.7,Male,India,Finance,57815.21
43,Bachelor's,Data Analyst,5.8,51.9,Male,India,Finance,61747.91
48,Master's,Financial Analyst,18.8,34.9,Male,Canada,Healthcare,185657.29
28,Bachelor's,Product Manager,2.3,39.6,Male,Australia,Healthcare,157490.54
32,Bachelor's,Financial Analyst,5.0,40.6,Male,USA,Finance,192498.73
27,PhD,Financial Analyst,5.7,31.3,Female,Australia,Manufacturing,184975.28
21,High School,Data Analyst,0.0,37.5,Female,USA,Finance,127873.51
38,High School,Financial Analyst,6.4,39.6,Male,Canada,Retail,91068.85
36,High School,HR Specialist,3.8,38.9,Male,Canada,Technology,89087.46
28,High School,Product Manager,5.0,55.2,Female,India,Technology,55251.62
43,Bachelor's,Operations Manager,13.4,41.9,Male,India,Education,38604.3
57,Master's,Operations Manager,17.7,40.1,Female,Germany,Technology,195510.27
21,Master's,Financial Analyst,0.0,27.7,Male,Canada,Finance,171797.9
31,PhD,HR Specialist,13.0,33.7,Male,Canada,Finance,175672.37
23,Bachelor's,Financial Analyst,0.0,50.0,Female,USA,Finance,217451.54
33,Master's,Product Manager,9.7,42.7,Female,India,Finance,85834.0
31,Bachelor's,Software Engineer,7.4,49.1,Male,UK,Manufacturing,124766.41
30,Bachelor's,Software Engineer,11.5,42.9,Female,USA,Finance,209322.31
51,Bachelor's,Marketing Manager,13.4,38.7,Female,India,Technology,76753.02
36,Master's,HR Specialist,9.5,51.7,Female,Germany,Education,117796.62
39,Bachelor's,HR Specialist,9.3,44.7,Female,Canada,Manufacturing,116668.43
42,Master's,HR Specialist,15.5,37.8,Male,Australia,Technology,187012.38
24,PhD,Mechanical Engineer,4.1,22.7,Female,UK,Finance,199735.82
47,Bachelor's,Data Analyst,11.5,44.7,Female,Germany,Finance,154307.84
50,High School,Product Manager,17.1,49.1,Male,India,Education,39379.3
50,Master's,Software Engineer,13.1,39.9,Male,India,Retail,51942.71
18,PhD,Customer Support,0.0,39.2,Male,USA,Retail,113225.66
31,Master's,Mechanical Engineer,13.0,43.8,Male,Australia,Education,141433.01
37,PhD,HR Specialist,3.0,52.2,Female,Canada,Technology,216189.9
51,Master's,Sales Executive,14.7,47.4,Male,Canada,Finance,161893.54
57,PhD,Financial Analyst,22.0,33.8,Female,UK,Manufacturing,182221.63
33,Bachelor's,Data Analyst,5.5,43.3,Female,UK,Finance,163547.89
27,PhD,HR Specialist,3.6,28.9,Male,Germany,Education,110413.37
40,Master's,Marketing Manager,13.3,53.0,Female,UK,Finance,245043.33
43,Master's,Financial Analyst,4.2,38.6,Male,Germany,Healthcare,180766.97
38,High School,HR Specialist,6.4,35.0,Female,USA,Finance,132520.22
30,PhD,Operations Manager,2.7,48.2,Male,Canada,Healthcare,204506.35
29,PhD,Financial Analyst,6.3,34.7,Male,India,Retail,64357.74
30,High School,Data Analyst,10.0,44.5,Female,Germany,Healthcare,100850.72
39,Bachelor's,Mechanical Engineer,8.4,34.1,Male,Germany,Manufacturing,82667.05
27,Bachelor's,Mechanical Engineer,7.4,39.4,Male,Canada,Manufacturing,124918.95
33,Bachelor's,Marketing Manager,8.7,41.8,Male,Canada,Education,103104.83
40,Master's,Mechanical Engineer,12.5,52.0,Female,India,Healthcare,76908.02
53,Bachelor's,Financial Analyst,21.2,48.4,Female,Canada,Education,137903.88
46,Bachelor's,Mechanical Engineer,19.4,29.4,Male,Germany,Technology,146047.1
59,Master's,Operations Manager,27.5,36.1,Female,Australia,Finance,203634.13
48,Bachelor's,Product Manager,14.7,43.0,Female,USA,Healthcare,195096.3
28,Bachelor's,Customer Support,6.2,41.6,Female,India,Healthcare,50687.87
19,Bachelor's,Operations Manager,1.0,44.3,Male,India,Technology,57483.73
18,PhD,Operations Manager,0.0,38.0,Female,Germany,Manufacturing,100075.43
47,Bachelor's,Product Manager,18.0,35.5,Female,Australia,Technology,205374.93
45,High School,Marketing Manager,13.5,33.0,Male,UK,Healthcare,104900.61
35,High School,HR Specialist,12.6,37.9,Male,USA,Manufacturing,106550.12
22,High School,Operations Manager,3.5,39.1,Female,India,Manufacturing,35158.32
57,PhD,Product Manager,21.6,51.3,Male,India,Finance,112179.64
28,High School,Data Analyst,1.6,52.7,Female,Germany,Technology,116758.27
34,Bachelor's,HR Specialist,4.0,38.3,Female,Germany,Manufacturing,100511.61
47,Bachelor's,Software Engineer,14.8,53.4,Female,India,Healthcare,55922.81
24,Bachelor's,Software Engineer,0.0,46.2,Female,Germany,Healthcare,144382.57
40,High School,Marketing Manager,7.2,50.7,Male,Canada,Education,86919.33
46,Bachelor's,Financial Analyst,13.0,43.7,Male,UK,Education,115431.28
33,Master's,Marketing Manager,10.9,59.4,Male,Australia,Retail,150446.93
53,High School,Sales Executive,11.0,41.7,Male,USA,Retail,91551.86
57,Bachelor's,Product Manager,22.1,55.5,Male,UK,Technology,203093.29
35,Master's,HR Specialist,8.2,38.7,Female,USA,Manufacturing,178222.6
40,High School,Customer Support,11.2,42.5,Male,UK,Manufacturing,91844.87
27,Master's,Product Manager,0.1,42.0,Male,UK,Retail,119963.66
36,Bachelor's,Software Engineer,7.9,45.0,Male,Canada,Technology,206373.34
35,Bachelor's,Sales Executive,10.2,20.0,Female,Germany,Finance,112136.48
40,High School,Operations Manager,13.4,41.7,Male,Australia,Healthcare,107167.07
43,Master's,Sales Executive,13.7,34.3,Other,USA,Retail,148410.18
38,Master's,Operations Manager,6.3,47.5,Male,India,Healthcare,63597.37
44,High School,Marketing Manager,19.6,42.5,Female,USA,Education,96111.39
44,High School,Financial Analyst,12.3,43.5,Male,Germany,Retail,80414.79
41,Bachelor's,Customer Support,16.2,32.6,Female,USA,Retail,115923.08
48,High School,Data Analyst,14.2,41.6,Male,Australia,Manufacturing,100634.22
36,Bachelor's,Software Engineer,5.9,45.7,Male,USA,Manufacturing,171678.01
34,PhD,Sales Executive,8.8,55.6,Male,UK,Technology,204930.19
24,High School,Sales Executive,6.0,51.1,Male,UK,Healthcare,116544.23
50,Master's,Sales Executive,12.8,45.3,Male,UK,Education,111639.8
35,Master's,Mechanical Engineer,7.8,36.9,Male,UK,Manufacturing,141004.06
25,Bachelor's,Sales Executive,5.0,48.5,Female,India,Retail,40549.6
38,Bachelor's,Data Analyst,13.6,53.8,Female,Australia,Manufacturing,136769.87
41,Master's,Operations Manager,11.5,48.6,Male,USA,Education,139492.79
43,Bachelor's,Data Analyst,12.9,37.4,Male,UK,Education,116599.7
20,Master's,Software Engineer,2.0,60.5,Female,Germany,Technology,191668.57
30,Bachelor's,HR Specialist,0.0,47.3,Male,USA,Finance,121276.78
